	popularity	budget	revenue	original_title	director	runtime	genres	release_date	vote_count	vote_average	release_year	release_month
18	5.556818	95000000	542351353	Cinderella	Kenneth Branagh	112	Romance|Fantasy|Family|Drama	3/12/15	1495	6.8	2015	3
19	5.476958	160000000	650523427	The Hunger Games: Mockingjay - Part 2	Francis Lawrence	136	War|Adventure|Science Fiction	11/18/15	2380	6.5	2015	11
20	5.4621379999999995	190000000	209035668	Tomorrowland	Brad Bird	130	Action|Family|Science Fiction|Adventure|Mystery	5/19/15	1899	6.2	2015	5
21	5.337064	30000000	91709827	Southpaw	Antoine Fuqua	123	Action|Drama	6/15/15	1386	7.3	2015	6
22	4.907832	110000000	470490832	San Andreas	Brad Peyton	114	Action|Drama|Thriller	5/27/15	2060	6.1	2015	5
23	4.71040199999999	40000000	569651467	Fifty Shades of Grey	Sam Taylor-Johnson	125	Drama|Romance	2/11/15	1865	5.3	2015	2
24	4.648046	28000000	133346506	The Big Short	Adam McKay	130	Comedy|Drama	12/11/15	1545	7.3	2015	12
25	4.566713	150000000	682330139	Mission: Impossible - Rogue Nation	Christopher McQuarrie	131	Action	7/23/15	2349	7.1	2015	7
26	4.5645489999999995	68000000	215863606	Ted 2	Seth MacFarlane	115	Comedy	6/25/15	1666	6.3	2015	6
27	4.503789	81000000	403802136	Kingsman: The Secret Service	Matthew Vaughn	130	Crime|Comedy|Action|Adventure	1/24/15	3833	7.6	2015	1
28	4.062293	20000000	88346473	Spotlight	Tom McCarthy	128	Drama|Thriller|History	11/6/15	1559	7.8	2015	11
29	3.968891	61000000	311256926	Maze Runner: The Scorch Trials	Wes Ball	132	Action|Science Fiction|Thriller	9/9/15	1849	6.4	2015	9
31	3.899557	49000000	102069268	Chappie	Neill Blomkamp	120	Crime|Action|Science Fiction	3/4/15	1990	6.6	2015	3
32	3.877764	29000000	287506194	Pitch Perfect 2	Elizabeth Banks	115	Comedy|Music	5/7/15	1264	6.8	2015	5
33	3.6482099999999997	40000000	162610473	Bridge of Spies	Steven Spielberg	141	Thriller|Drama	10/15/15	1638	7.1	2015	10
34	3.6445410000000003	58000000	150170815	Goosebumps	Rob Letterman	103	Adventure|Horror|Comedy	8/5/15	600	6.2	2015	8
35	3.557846	6000000	35401758	Room	Lenny Abrahamson	117	Drama|Thriller	10/16/15	1520	8.0	2015	10
37	3.3391349999999997	175000000	331926147	The Good Dinosaur	Peter Sohn	93	Adventure|Animation|Comedy|Family|Fantasy	11/14/15	1087	6.6	2015	11
38	3.23737	50000000	71561644	Run All Night	Jaume Collet-Serra	114	Action|Crime|Drama|Mystery|Thriller	3/11/15	814	6.3	2015	3
39	3.227329	11000000	62076141	Brooklyn	John Crowley	111	Drama|Romance	11/4/15	754	7.3	2015	11
40	3.2027189999999996	28000000	201634991	Straight Outta Compton	F. Gary Gray	147	Drama|Music	8/13/15	918	7.7	2015	8
41	3.080505	90000000	140396650	The Last Witch Hunter	Breck Eisner	106	Fantasy|Action|Adventure	10/21/15	879	5.6	2015	10
42	3.0795220000000003	30000000	34441873	Steve Jobs	Danny Boyle	122	History|Drama	10/9/15	1035	6.9	2015	10
43	3.0534209999999997	75000000	108145109	The Man from U.N.C.L.E.	Guy Ritchie	116	Comedy|Action|Adventure	8/13/15	1548	7.0	2015	8
44	3.025852	25000000	42629776	The Age of Adaline	Lee Toland Krieger	112	Fantasy|Drama|Romance	4/16/15	1221	7.3	2015	4
45	3.023253	10000000	14333790	Hardcore Henry	Ilya Naishuller	97	Action|Adventure|Science Fiction	9/12/15	396	5.9	2015	9
46	2.976436	135000000	368871007	Home	Tim Johnson	94	Fantasy|Comedy|Animation|Science Fiction|Family	3/18/15	1060	6.9	2015	3
47	2.968254	12000000	85512300	Paper Towns	Jake Schreier	109	Drama|Mystery|Romance	7/9/15	1252	6.2	2015	7
48	2.93234	30000000	0	Wild Card	Simon West	92	Thriller|Crime|Drama	1/14/15	481	5.3	2015	1
49	2.8851259999999996	4000000	9064511	The Lobster	Yorgos Lanthimos	118	Thriller|Comedy|Drama|Romance|Science Fiction	10/8/15	638	6.6	2015	10
50	2.883233	11800000	40272135	Carol	Todd Haynes	118	Romance|Drama	11/20/15	562	7.1	2015	11
51	2.8148020000000002	35000000	194564672	The Intern	Nancy Meyers	121	Comedy	9/24/15	1255	7.1	2015	9
52	2.7980169999999998	55000000	203427584	Everest	Baltasar KormÃ¡kur	121	Adventure|Drama	9/10/15	1172	6.7	2015	9
53	2.793297	60000000	101134059	Joy	David O. Russell	124	Comedy|Drama	12/24/15	1001	6.4	2015	12
54	2.6144990000000004	105000000	133718711	Point Break	Ericson Core	114	Action|Crime|Thriller	12/3/15	505	5.5	2015	12
55	2.584264	20000000	36606743	Burnt	John Wells	100	Drama	10/2/15	631	6.3	2015	10
56	2.578919	26000000	30523226	Self/less	Tarsem Singh	116	Science Fiction|Mystery|Thriller	7/10/15	719	6.2	2015	7
57	2.575711	60000000	30418560	Mortdecai	David Koepp	106	Comedy|Adventure	1/21/15	696	5.3	2015	1
58	2.557859	15000000	64191523	The Danish Girl	Tom Hooper	120	Drama	11/27/15	867	7.3	2015	11
59	2.5507470000000003	70000000	17752940	Blackhat	Michael Mann	133	Mystery|Crime|Action|Thriller|Drama	1/13/15	584	5.0	2015	1
60	2.487849	30000000	84025816	Sicario	Denis Villeneuve	121	Action|Crime|Drama|Mystery|Thriller	9/17/15	1479	7.1	2015	9
61	2.4870419999999998	120000001	167977596	Fantastic Four	Josh Trank	100	Action|Adventure|Science Fiction	8/5/15	1565	4.4	2015	8
62	2.46449	3500000	40423945	The Witch	Robert Eggers	92	Mystery|Horror	3/24/15	700	5.8	2015	3
63	2.404473	65000000	235666219	Spy	Paul Feig	120	Action|Comedy|Crime	5/6/15	1840	6.9	2015	5
64	2.395366	50100000	153962963	Focus	Glenn Ficarra|John Requa	105	Romance|Comedy|Crime|Drama	2/25/15	1831	6.7	2015	2
65	2.354654	35000000	82347656	Hitman: Agent 47	Aleksander Bach	96	Action|Crime|Thriller	8/20/15	820	5.5	2015	8
66	2.345821	100000000	93820758	In the Heart of the Sea	Ron Howard	122	Thriller|Drama|Adventure|Action|History	11/20/15	805	6.4	2015	11
67	2.331636	20000000	0	Survivor	James McTeigue	96	Crime|Thriller|Action	5/21/15	280	5.4	2015	5
68	2.3315669999999997	35000000	137935567	Creed	Ryan Coogler	133	Drama	11/25/15	1171	7.3	2015	11
69	2.31767	35000000	140795793	Trainwreck	Judd Apatow	125	Comedy	7/17/15	849	6.1	2015	7
70	2.29573	13000000	32848185	Eye in the Sky	Gavin Hood	102	Drama|Thriller|War	9/11/15	265	7.2	2015	9
71	2.28135	25000000	42972994	Legend	Brian Helgeland	131	Crime|Thriller	9/9/15	619	6.7	2015	9
73	2.234573	150000000	128388320	Pan	Joe Wright	111	Adventure|Family|Fantasy	9/24/15	586	5.9	2015	9
76	2.140199	99000000	246233113	The Peanuts Movie	Steve Martino	88	Adventure|Animation|Comedy|Family	11/5/15	414	6.4	2015	11
77	2.121884	35000000	48623572	Concussion	Peter Landesman	123	Drama	11/12/15	500	6.9	2015	11
78	2.096273	25000000	52395996	The Night Before	Jonathan Levine	100	Comedy	11/20/15	363	6.1	2015	11
79	2.0809349999999998	2500000	5214043	Knock Knock	Eli Roth	99	Drama|Horror|Thriller	6/26/15	473	4.8	2015	6
80	2.070708	34000000	63013281	The Longest Ride	George Tillman, Jr.	128	Romance|Drama	4/9/15	711	7.3	2015	4
81	2.060162	80000000	466183544	Hotel Transylvania 2	Genndy Tartakovsky	89	Animation|Comedy|Family	9/21/15	919	6.8	2015	9
82	2.055572	17000000	24000000	Love the Coopers	Jessie Nelson	107	Family|Comedy	11/12/15	111	5.3	2015	11
83	2.049886	35000000	61181942	The Walk	Robert Zemeckis	123	Adventure|Drama|Thriller	9/30/15	706	6.8	2015	9
84	2.0266509999999998	11000000	1863315	Tracers	Daniel Benmayor	94	Action|Crime|Drama	1/15/15	326	5.9	2015	1
85	2.000338	31000000	104384188	Vacation	John Francis Daley|Jonathan M. Goldstein	99	Adventure|Comedy	7/28/15	846	6.1	2015	7
86	1.984529	35000000	95437994	Poltergeist	Gil Kenan	93	Horror|Thriller	5/20/15	589	5.0	2015	5
87	1.9800389999999999	4000000	187112	Maggie	Henry Hobson	95	Horror	5/8/15	384	5.1	2015	5
89	1.95632	50000000	3324330	Child 44	Daniel Espinosa	137	Crime|Thriller	3/15/15	341	5.9	2015	3
90	1.926739	5000000	58978653	The Gift	Joel Edgerton	108	Thriller|Mystery	7/30/15	631	6.6	2015	7
91	1.904898	50000000	240360392	Daddy's Home	Sean Anders	96	Comedy	12/25/15	568	5.7	2015	12
93	1.872696	10000000	0	Vice	Brian A Miller	96	Thriller|Science Fiction|Action|Adventure	1/16/15	181	4.1	2015	1
94	1.865007	64000000	97571250	The Little Prince	Mark Osborne	92	Adventure|Animation|Fantasy	7/29/15	423	7.5	2015	7
96	1.82313	11930000	18340000	The Dressmaker	Jocelyn Moorhouse	118	Drama	10/1/15	197	6.9	2015	10
97	1.758618	8500000	43528634	The DUFF	Ari Sandel	100	Romance|Comedy	2/20/15	753	6.8	2015	2
98	1.742286	10000000	52882018	Sinister 2	Ciaran Foy	97	Horror	8/19/15	331	5.5	2015	8
99	1.73518	30000000	107597242	Paul Blart: Mall Cop 2	Andy Fickman	94	Action|Adventure|Comedy|Family	4/16/15	422	5.3	2015	4
102	1.6510779999999898	4000000	50163103	The Boy Next Door	Rob Cohen	91	Thriller	1/23/15	810	3.9	2015	1
104	1.532997	30000000	49263404	Entourage	Doug Ellin	104	Comedy	6/3/15	364	6.2	2015	6
105	1.5100959999999999	23000000	79799880	The Wedding Ringer	Jeremy Garelick	101	Comedy	1/16/15	446	6.5	2015	1
106	1.499614	15000000	14860766	Scouts Guide to the Zombie Apocalypse	Christopher B. Landon	93	Comedy|Horror	10/23/15	288	6.2	2015	10
107	1.495112	5000000	98450062	The Visit	M. Night Shyamalan	94	Horror|Thriller	9/10/15	729	5.9	2015	9
108	1.4832459999999899	53000000	99775678	Black Mass	Scott Cooper	122	Crime|Drama	9/4/15	848	6.3	2015	9
109	1.449072	8900000	50136	Heist	Scott Mann	93	Crime|Action|Thriller	11/13/15	233	5.4	2015	11
110	1.448002	15000000	61548707	Krampus	Michael Dougherty	98	Horror|Comedy|Fantasy	11/26/15	342	5.9	2015	11
111	1.443406	20000000	208588	Dark Places	Gilles Paquet-Brenner	113	Drama|Mystery|Thriller	3/31/15	322	5.7	2015	3
112	1.41239	5000000	54418872	No Escape	John Erick Dowdle	103	Action|Thriller	8/26/15	519	6.7	2015	8
113	1.40805	700000	17986781	Dope	Rick Famuyiwa	103	Crime|Drama|Comedy	6/19/15	448	7.3	2015	6
114	1.3882510000000001	28000000	28208085	American Ultra	Nima Nourizadeh	96	Comedy|Action	8/19/15	695	5.9	2015	8
115	1.388032	11000000	61619773	Woman in Gold	Simon Curtis	120	Drama	4/10/15	277	7.3	2015	4
117	1.3766049999999999	30000000	105011053	Sisters	Jason Moore	118	Comedy	12/18/15	399	5.9	2015	12
118	1.360926	12000000	32248241	Project Almanac	Dean Israelite	106	Science Fiction|Thriller	1/30/15	637	6.3	2015	1
120	1.3558219999999999	25000000	72629670	The Transporter Refueled	Camille Delamarre	96	Thriller|Action|Crime	9/3/15	407	5.3	2015	9
121	1.345982	55000000	74679822	Crimson Peak	Guillermo del Toro	119	Mystery|Thriller|Fantasy|Horror|Drama	10/13/15	819	6.4	2015	10
123	1.338481	14800000	122413057	Magic Mike XXL	Gregory Jacobs	115	Comedy|Drama|Music	7/1/15	501	6.3	2015	7
124	1.338322	10000000	78099553	Paranormal Activity: The Ghost Dimension	Gregory Plotkin	88	Horror|Thriller	10/21/15	267	5.0	2015	10
126	1.316239	15000000	8235661	Trumbo	Jay Roach	124	Drama	10/27/15	273	7.2	2015	10
127	1.315266	19500000	32189727	Secret in Their Eyes	Billy Ray	111	Crime|Drama|Mystery	10/14/15	202	6.2	2015	10
129	1.291013	74000000	311594032	The SpongeBob Movie: Sponge Out of Water	Paul Tibbitt	93	Family|Animation	2/5/15	533	5.7	2015	2
131	1.278928	20000000	43967255	Max	Boaz Yakin	111	Adventure|Drama|Family	6/26/15	214	7.0	2015	6
133	1.251681	11000000	0	Louder Than Bombs	Joachim Trier	109	Drama	5/18/15	43	6.3	2015	5
135	1.225325	40000000	10664749	The Gunman	Pierre Morel	115	Action|Drama|Crime	2/16/15	283	5.6	2015	2
136	1.191138	1000000	62882090	Unfriended	Levan Gabriadze	82	Horror|Thriller	4/17/15	643	5.6	2015	4
137	1.178831	35000000	51680201	Hot Pursuit	Anne Fletcher	87	Action|Crime|Comedy	5/8/15	472	5.5	2015	5
138	1.1647239999999999	10000000	104303851	Insidious: Chapter 3	Leigh Whannell	97	Drama|Horror|Thriller	6/4/15	610	6.3	2015	6
141	1.142518	6000000	41387687	The Lady in the Van	Nicholas Hytner	104	Comedy|Drama	11/13/15	135	5.9	2015	11
142	1.138395	40000000	34227298	Victor Frankenstein	Paul McGuigan	109	Drama|Science Fiction|Thriller	11/10/15	408	5.5	2015	11
144	1.1252389999999999	8000000	3759286	Anomalisa	Duke Johnson|Charlie Kaufman	90	Animation|Comedy|Drama|Romance	12/30/15	259	6.7	2015	12
145	1.0733489999999999	1800000	0	Bone Tomahawk	S. Craig Zahler	132	Horror|Western|Adventure|Drama	10/23/15	220	6.3	2015	10
149	1.041922	20000000	0	Momentum	Stephen S. Campanelli	96	Thriller|Action	8/1/15	100	5.8	2015	8
150	1.03839	2000000	1477002	The Diary of a Teenage Girl	Marielle Heller	102	Drama|Romance	8/7/15	186	6.8	2015	8
154	1.0084739999999999	12000000	0	Il racconto dei racconti	Matteo Garrone	125	Romance|Fantasy|Horror	5/14/15	211	5.7	2015	5
155	1.0070540000000001	11000000	27391084	Irrational Man	Woody Allen	95	Mystery|Drama	7/17/15	319	6.1	2015	7
156	0.973316	15000000	0	Queen of the Desert	Werner Herzog	128	Drama|History	9/3/15	30	6.0	2015	9
157	0.956096	18000000	41325328	Ricki and the Flash	Jonathan Demme	100	Comedy|Drama|Music	7/10/15	152	5.5	2015	7
159	0.953046	630019	0	Kung Fury	David Sandberg	31	Action|Comedy|Science Fiction|Fantasy	5/28/15	487	7.7	2015	5
160	0.950793	12000000	60273173	The Perfect Guy	David M. Rosenthal	100	Drama|Thriller	9/11/15	122	5.6	2015	9
162	0.9376200000000001	10000000	7587485	While We're Young	Noah Baumbach	97	Drama|Comedy	3/27/15	265	5.9	2015	3
163	0.9273389999999999	40000000	106511453	Get Hard	Etan Cohen	100	Comedy	3/26/15	661	5.9	2015	3
165	0.913085	60000000	0	The Ridiculous 6	Frank Coraci	119	Comedy|Western	12/11/15	252	4.8	2015	12
167	0.9060360000000001	25000000	24902723	The 33	Patricia Riggen	120	History|Drama	8/6/15	262	5.8	2015	8
168	0.898295999999999	14000000	16002420	Suffragette	Sarah Gavron	106	Drama|History	10/16/15	231	7.1	2015	10
170	0.880937999999999	6000000	11122090	We Are Your Friends	Max Joseph	96	Drama|Music|Romance	8/26/15	412	6.2	2015	8
179	0.8324870000000001	10000000	85978266	The Second Best Exotic Marigold Hotel	John Madden	122	Drama|Comedy	2/26/15	196	6.4	2015	2
180	0.829111	20000000	6420319	Little Boy	Alejandro Monteverde	106	Comedy|Drama|War	4/23/15	113	7.1	2015	4
183	0.814206	37000000	26250020	Aloha	Cameron Crowe	105	Adventure|Comedy|Romance	5/27/15	469	5.2	2015	5
184	0.813893	26000000	0	Accidental Love	David O. Russell|Stephen Greene	100	Romance|Comedy	2/10/15	64	3.6	2015	2
186	0.795762	28000000	7002261	Our Brand Is Crisis	David Gordon Green	108	Drama|Comedy	9/11/15	122	5.7	2015	9
194	0.747541	11000000	0	Forsaken	Jon Cassar	90	Western|Drama	9/16/15	53	5.6	2015	9
200	0.706023	7000000	573335	Freeheld	Peter Sollett	103	Romance|Drama	10/2/15	86	7.1	2015	10
202	0.699932	3000000	695269	Love	Gaspar NoÃ©	134	Drama|Romance	7/6/15	307	4.7	2015	7
203	0.69957	9600000	2541554	Truth	James Vanderbilt	121	Drama	9/12/15	89	6.4	2015	9
205	0.690479	10000000	10835752	Danny Collins	Dan Fogelman	107	Comedy|Drama|Music	3/20/15	114	6.6	2015	3
206	0.6895789999999989	15000000	3020664	Rock the Kasbah	Barry Levinson	100	Comedy|Music|War	10/22/15	56	5.1	2015	10
207	0.689571	2240000	0	Fathers and Daughters	Gabriele Muccino	116	Drama	10/1/15	142	7.0	2015	10
208	0.6737920000000001	1000000	14444999	Hello, My Name Is Doris	Michael Showalter	95	Comedy|Drama|Romance	11/27/15	87	6.6	2015	11
209	0.669351	13000000	1784763	The Vatican Tapes	Mark Neveldine	91	Thriller|Horror	7/24/15	164	4.5	2015	7
210	0.661471	8000000	1411927	99 Homes	Ramin Bahrani	112	Drama	9/25/15	121	6.8	2015	9
211	0.6611630000000001	14000000	12314651	Hot Tub Time Machine 2	Steve Pink	93	Comedy	2/20/15	244	5.0	2015	2
213	0.654046	4000000	143101	Manglehorn	David Gordon Green	97	Drama	6/3/15	35	5.0	2015	6
223	0.602165	8000000	35991087	A Walk in the Woods	Ken Kwapis	104	Drama|Adventure|Comedy	9/2/15	171	5.4	2015	9
225	0.599655	3300000	64110728	The Lazarus Effect	David Gelb	83	Thriller|Horror	1/29/15	327	4.9	2015	1
227	0.586735	8000000	0	Careful What You Wish For	Elizabeth Allen Rosenbaum	91	Thriller	5/6/15	57	5.4	2015	5
229	0.577814	35000000	14431253	Unfinished Business	Ken Scott	90	Comedy	3/5/15	241	4.9	2015	3
230	0.570743999999999	2000000	45431	Lost River	Ryan Gosling	95	Fantasy|Thriller	4/8/15	129	5.7	2015	4
233	0.560743999999999	7000000	0	Criminal Activities	Jackie Earle Haley	94	Thriller|Crime|Drama	11/20/15	67	5.9	2015	11
234	0.560423	12000000	0	Life	Anton Corbijn	112	Drama	7/24/15	75	5.9	2015	7
238	0.546458	3000000	0	Home Sweet Hell	Anthony Burns	98	Drama|Comedy	3/13/15	136	4.9	2015	3
239	0.542568	6000000	0	Ooops! Noah is Gone...	Toby Genkel|Sean McCormack	85	Animation|Adventure|Comedy	4/9/15	50	5.7	2015	4
246	0.524315	10000000	3334927	By the Sea	Angelina Jolie	122	Drama|Romance	11/12/15	82	5.4	2015	11
256	0.48635100000000003	21000000	0	Robot Overlords	Jon Wright	90	Adventure|Science Fiction|Action	1/29/15	63	4.9	2015	1
265	0.471091	20000000	0	Superfast!	Jason Friedberg|Aaron Seltzer	99	Comedy	3/5/15	60	4.4	2015	3
268	0.467556	5300000	0	Bad Asses on the Bayou	Craig Moss	85	Comedy|Action	3/6/15	24	5.8	2015	3
270	0.46208999999999995	9000000	21571189	Black or White	Mike Binder	121	Drama	1/30/15	72	6.7	2015	1
274	0.45087200000000005	13000000	1646788	I Saw the Light	Marc Abraham	123	Drama|Music	9/11/15	19	5.6	2015	9
287	0.43558199999999997	5000000	2333684	Jem and the Holograms	Jon M. Chu	119	Drama|Music|Adventure|Fantasy	10/22/15	69	5.7	2015	10
289	0.429892	10000000	0	Grizzly	David Hackl	94	Action|Horror|Thriller	2/27/15	35	5.0	2015	2
291	0.424813	6000000	90777	Beasts of No Nation	Cary Fukunaga	137	Drama|War	9/11/15	306	7.5	2015	9
297	0.41491300000000003	3000000	3387000	Demonic	Will Canon	83	Thriller|Horror	2/12/15	91	5.0	2015	2
300	0.41250299999999995	1000000	0	The Duke of Burgundy	Peter Strickland	101	Drama	1/23/15	58	5.8	2015	1
304	0.40223600000000004	447524	771317	The D Train	Andrew Mogel|Jarrad Paul	101	Drama|Comedy	5/8/15	47	4.2	2015	5
309	0.394466	1950000	0	The Marine 4: Moving Target	William Kaufman	90	Thriller|Action	4/10/15	35	5.7	2015	4
311	0.39356599999999997	1000000	0	Blunt Force Trauma	Ken Sanzel	92	Adventure|Action	10/5/15	23	4.4	2015	10
325	0.369529	5000000	0	Area 51	Oren Peli	91	Horror|Thriller|Science Fiction	5/15/15	82	4.4	2015	5
327	0.36817	6000000	0	The Runner	Austin Stark	90	Drama	8/7/15	35	4.8	2015	8
330	0.36603	4400000	0	R.L. Stine's Monsterville: The Cabinet of Souls	Peter DeLuise	85	Comedy|Horror	9/29/15	22	7.2	2015	9
331	0.36590100000000003	10000000	17472	Strangerland	Kim Farrant	111	Drama|Thriller	7/1/15	48	5.0	2015	7
350	0.336107	2000000	2801508	Captive	Jerry Jameson	97	Crime|Drama|Thriller	9/17/15	55	5.7	2015	9
357	0.32910900000000004	27000000	0	The Lovers	Roland JoffÃ©	109	Action|Adventure|Science Fiction|Romance	2/13/15	22	4.6	2015	2
380	0.29875100000000004	5000000	4842699	90 Minutes in Heaven	Michael Polish	121	Drama	9/11/15	24	5.7	2015	9
383	0.40436300000000003	3500000	0	Justice League: Throne of Atlantis	Ethan Spaulding	72	Science Fiction|Action|Animation|Adventure	1/27/15	142	6.5	2015	1
388	0.289526	700000	0	Walter	Anna Mastro	87	Drama|Comedy	3/13/15	12	5.2	2015	3
389	0.288598	500000	0	Ratter	Branden Kramer	80	Drama|Thriller|Horror	1/24/15	57	5.2	2015	1
393	0.283194	2000000	0	Night Of The Living Deb	Kyle Rankin	85	Comedy|Horror	8/29/15	13	5.7	2015	8
399	0.277035	1000000	0	The Dead Room	Jason Stutter	80	Horror|Thriller	10/1/15	16	4.6	2015	10
406	0.26171700000000003	20000000	0	My All American	Angelo Pizzo	118	Drama	11/13/15	19	6.9	2015	11
409	0.259794	600000	7087452	Grandma	Paul Weitz	78	Drama|Comedy	6/4/15	81	5.6	2015	6
417	0.24828000000000003	7500000	0	Pound of Flesh	Ernie Barbarash	104	Action	5/7/15	42	5.4	2015	5
426	0.243321	1500000	0	Full Out	Sean Cisterna	94	History|Drama|Family	9/11/15	15	7.2	2015	9
427	0.24207800000000002	1500000	0	Narcopolis	Justin Trefgarne	96	Thriller|Mystery|Science Fiction	9/25/15	20	4.4	2015	9
460	0.206155	650000	0	A LEGO Brickumentary	Kief Davidson|Daniel Junge	93	Documentary	7/31/15	49	6.5	2015	7
468	0.19957	2500000	0	The Rise of the Krays	Zackary Adler	110	Crime	8/29/15	11	4.7	2015	8
482	0.13631	9500000	0	Re-Kill	Valeri Milev	87	Horror|Science Fiction	10/16/15	17	4.7	2015	10
485	0.087904	3000000	0	Regular Show: The Movie	J.G. Quintel	70	Comedy|TV Movie|Animation|Science Fiction	9/1/15	27	7.4	2015	9
488	0.253949	3400000	0	To Write Love on Her Arms	Nathan Frankowski	118	Drama|Music	3/13/15	32	6.9	2015	3
492	0.7310220000000001	3000000	67790117	War Room	Alex Kendrick	120	Drama	8/28/15	57	6.9	2015	8
505	0.14964	1000000	0	Landmine Goes Click	Levan Bakhia	110	Action|Crime|Drama|Thriller	3/3/15	13	5.7	2015	3
515	0.142759	1300000	0	Capsule	Andrew Martin	91	Drama|History|Thriller|Science Fiction	12/23/15	11	5.3	2015	12
537	0.137954	3000000	0	Amnesiac	Michael Polish	90	Thriller|Mystery|Drama|Horror	8/14/15	29	4.1	2015	8
570	0.083912	1900000	0	Brotherly Love	Jamal Hill	89	Drama	4/24/15	11	7.4	2015	4
583	0.07610900000000001	13500000	187674	Stonewall	Roland Emmerich	129	Drama	9/18/15	14	5.6	2015	9
596	0.051262	1000000	0	Best of Enemies	Robert Gordon|Morgan Neville	87	Documentary|History	7/31/15	48	7.2	2015	7
610	0.056244	2000000	0	The Curse of Downers Grove	Derick Martini	89	Thriller|Mystery|Horror|Drama	8/21/15	11	4.2	2015	8
629	24.949134	165000000	621752480	Interstellar	Christopher Nolan	169	Adventure|Drama|Science Fiction	11/5/14	6498	8.0	2014	11
630	14.311205	170000000	773312399	Guardians of the Galaxy	James Gunn	121	Action|Science Fiction|Adventure	7/30/14	5612	7.9	2014	7
631	12.971027000000001	170000000	714766572	Captain America: The Winter Soldier	Joe Russo|Anthony Russo	136	Action|Adventure|Science Fiction	3/20/14	3848	7.6	2014	3
632	11.422751	20000000	78739897	John Wick	Chad Stahelski|David Leitch	101	Action|Thriller	10/22/14	2712	7.0	2014	10
633	10.739009	125000000	752100229	The Hunger Games: Mockingjay - Part 1	Francis Lawrence	123	Science Fiction|Adventure|Thriller	11/18/14	3590	6.6	2014	11
634	10.174599	250000000	955119788	The Hobbit: The Battle of the Five Armies	Peter Jackson	144	Adventure|Fantasy	12/10/14	3110	7.1	2014	12
635	8.691294000000001	165000000	652105443	Big Hero 6	Don Hall|Chris Williams	102	Adventure|Family|Animation|Action|Comedy	10/24/14	4185	7.8	2014	10
636	8.110711	14000000	233555708	The Imitation Game	Morten Tyldum	113	History|Drama|Thriller|War	11/14/14	3478	8.0	2014	11
637	7.1372729999999995	34000000	348319861	The Maze Runner	Wes Ball	113	Action|Mystery|Science Fiction|Thriller	9/10/14	3425	7.0	2014	9
638	6.9071479999999905	18000000	103215094	Birdman	Alejandro GonzÃ¡lez IÃ±Ã¡rritu	119	Drama|Comedy	10/17/14	2801	7.3	2014	10
639	6.438727	61000000	369330363	Gone Girl	David Fincher	145	Mystery|Thriller|Drama	10/1/14	3720	7.9	2014	10
